Orthogroup	c_briggsae.AF16.prot	c_briggsae.QX1410.prot	c_elegans.prot	c_nigoni.prot
OG0001810	Transcript_CBG20981.1, Transcript_CBG20988.1, Transcript_CBG20989.1, Transcript_CBG31046.1	transcript_QX1410.10546.1, transcript_QX1410.10547.1		Cnig_chr_II.g6942.1, Cnig_chr_II.g6942.2, Cnig_chr_II.g6942.3
OG0001811	Transcript_CBG21009a.1, Transcript_CBG21009b.1	transcript_QX1410.10402.1, transcript_QX1410.10402.2, transcript_QX1410.10402.3, transcript_QX1410.10402.4	Transcript_Y17G7B.18a.1, Transcript_Y17G7B.18b.1	Cni-Y17G7B.18
OG0001812	Transcript_CBG21038.1	transcript_QX1410.10563.1	Transcript_C06C3.6.1, Transcript_C06C3.6.2, Transcript_C06C3.6.3	nigoni.pc_2016.07.11_020.g28271.1, nigoni.pc_2016.07.11_020.g28271.2, nigoni.pc_2016.07.11_020.g28272.1, nigoni.pc_2016.07.11_020.g28272.2
OG0001813	Transcript_CBG19532.1, Transcript_CBG19646.1, Transcript_CBG19646.2	transcript_QX1410.10666.1	Transcript_B0281.5a.1, Transcript_B0281.5b.1, Transcript_C40A11.6.1, Transcript_C40A11.7.1, Transcript_F58E1.13.1	
OG0001814	Transcript_CBG19633a.1, Transcript_CBG19633b.1	transcript_QX1410.10571.1, transcript_QX1410.10571.2	Transcript_Y25C1A.7a.1, Transcript_Y25C1A.7b.1	Cni-Y25C1A.7.1, Cni-Y25C1A.7.3, Cni-Y25C1A.7.4
OG0001815	Transcript_CBG19588a.1, Transcript_CBG19588b.1	transcript_QX1410.10608.1, transcript_QX1410.10608.2, transcript_QX1410.10608.3	Transcript_K12H6.3.1	Cnig_chr_II.g6958.1, Cnig_chr_II.g6958.2, Cnig_chr_II.g6958.3
OG0001816	Transcript_CBG19561.1	transcript_QX1410.10634.1, transcript_QX1410.10634.2, transcript_QX1410.12842.1, transcript_QX1410.19368.1, transcript_QX1410.4376.1, transcript_QX1410.4386.1, transcript_QX1410.4386.2, transcript_QX1410.5846.1		
OG0001817	Transcript_CBG19551.1	transcript_QX1410.10642.1	Transcript_C18A3.11.1	Cnig_chr_II.g6296, Cnig_chr_II.g6297.1, Cnig_chr_II.g6297.2, Cnig_chr_II.g7019.1, Cnig_chr_II.g7019.2, Cnig_chr_II.g7019.4
OG0001818	Transcript_CBG19546.1	transcript_QX1410.10647.1, transcript_QX1410.10647.2, transcript_QX1410.10647.3	Transcript_K07E8.7a.1, Transcript_K07E8.7b.1, Transcript_K07E8.7c.1	Cnig_chr_II.g7022.1, Cnig_chr_II.g7022.2
OG0001819	Transcript_CBG17780.1, Transcript_CBG25695.1	transcript_QX1410.10760.1, transcript_QX1410.10761.1	Transcript_F18A12.1.1	Cnig_chr_II.g7217, Cnig_chr_II.g7218.1, Cnig_chr_II.g7218.2, Cnig_chr_II.g7218.3
OG0001820	Transcript_CBG21360.1, Transcript_CBG21360.2	transcript_QX1410.10792.1, transcript_QX1410.10792.2, transcript_QX1410.10792.3, transcript_QX1410.10792.4	Transcript_W09G10.4a.1, Transcript_W09G10.4b.1	Cni-apd-3
OG0001821	Transcript_CBG21363.1	transcript_QX1410.10796.1, transcript_QX1410.10796.2, transcript_QX1410.10796.3	Transcript_F26D2.3a.1, Transcript_F26D2.3c.1, Transcript_R07C3.3.1, Transcript_ZK1225.2.1	Cnig_chr_II.g7268
OG0001822	Transcript_CBG05798.1, Transcript_CBG26205.1	transcript_QX1410.20166.1, transcript_QX1410.20225.1	Transcript_C01B10.4a.1, Transcript_C01B10.4b.1, Transcript_C42D4.2.1	Cnig_chr_IV.g13736, Cnig_chr_IV.g13737
OG0001823	Transcript_CBG26211.1, Transcript_CBG26212.1	transcript_QX1410.10898.1, transcript_QX1410.10899.1		Cnig_chr_II.g7366.1, Cnig_chr_II.g7366.2, Cnig_chr_II.g7366.3, Cnig_chr_II.g7366.4, Cnig_chr_II.g7366.5
OG0001824	Transcript_CBG07803.1	transcript_QX1410.10909.1, transcript_QX1410.10910.1		Cnig_chr_II.g7376.1, Cnig_chr_II.g7376.2, Cnig_chr_II.g7376.3, Cnig_chr_II.g7379.1, Cnig_chr_II.g7379.2, Cnig_chr_II.g7379.3
OG0001825	Transcript_CBG07545.1, Transcript_CBG07842.1	transcript_QX1410.10940.1	Transcript_T24E12.2.1, Transcript_Y8A9A.3.1	Cnig_chr_II.g7413, nigoni.pc_2016.07.11_017.g28132, nigoni.pc_2016.07.11_019.g28243.1, nigoni.pc_2016.07.11_019.g28243.2
OG0001826	Transcript_CBG10349.1, Transcript_CBG14001.1	transcript_QX1410.11006.1, transcript_QX1410.16068.1	Transcript_F45D3.1.1	Cnig_chr_II.g7534, nigoni.pc_2016.07.11_009.g27378, nigoni.pc_2016.07.11_012.g27651, nigoni.pc_2016.07.11_012.g27685
OG0001827	Transcript_CBG21463.1	transcript_QX1410.11176.1, transcript_QX1410.11176.2, transcript_QX1410.11176.3, transcript_QX1410.11176.4	Transcript_Y59C2A.2.1	Cni-Y59C2A.2.1, Cni-Y59C2A.2.2, Cni-Y59C2A.2.3
OG0001828	Transcript_CBG25764a.1, Transcript_CBG25764b.1, Transcript_CBG25764c.1	transcript_QX1410.11185.1, transcript_QX1410.11185.2	Transcript_F02E11.2a.1, Transcript_F02E11.2b.1	Cni-F02E11.2.1, Cni-F02E11.2.2
OG0001829	Transcript_CBG31034.1	transcript_QX1410.11240.1		Cnig_chr_II.g5019, Cnig_chr_II.g7609, Cnig_chr_II.g7932, Cnig_chr_II.g7934, Cnig_chr_II.g7935.1, Cnig_chr_II.g7935.2, Cnig_chr_II.g7940
OG0001830	Transcript_CBG24217a.1, Transcript_CBG24217b.1	transcript_QX1410.11265.1, transcript_QX1410.11265.2, transcript_QX1410.11265.3	Transcript_T02H6.2.1	Cni-thoc-1.1, Cni-thoc-1.2, Cni-thoc-1.3
OG0001831	Transcript_CBG07211b.1	transcript_QX1410.11412.1, transcript_QX1410.11412.3, transcript_QX1410.11412.4, transcript_QX1410.11412.5, transcript_QX1410.11412.6	Transcript_F47F6.1a.1, Transcript_F47F6.1e.1	Cnig_chr_II.g8190
OG0001832	Transcript_CBG07211a.1	transcript_QX1410.11412.2	Transcript_F47F6.1b.1, Transcript_F47F6.1c.1, Transcript_F47F6.1d.1, Transcript_F47F6.1f.1	Cnig_chr_II.g8191.1, Cnig_chr_II.g8191.2, Cnig_chr_II.g8191.3
OG0001833	Transcript_CBG07194.1	transcript_QX1410.11238.1, transcript_QX1410.11312.1	Transcript_M01D1.1a.1, Transcript_M01D1.1b.1	Cnig_chr_II.g7938, Cnig_chr_II.g8079.1, Cnig_chr_II.g8079.2, Cnig_chr_II.g8079.3
OG0001834	Transcript_CBG07187.1, Transcript_CBG07188.1	transcript_QX1410.11318.1, transcript_QX1410.11319.1		Cnig_chr_II.g8086.1, Cnig_chr_II.g8086.2, Cnig_chr_II.g8087.1, Cnig_chr_II.g8087.2, Cnig_chr_II.g8087.3
OG0001835	Transcript_CBG31414.1	transcript_QX1410.11360.1, transcript_QX1410.11362.1, transcript_QX1410.18456.1		Cnig_chr_II.g8133.1, Cnig_chr_II.g8133.2, Cnig_chr_II.g8133.3, Cnig_chr_II.g8133.4, Cnig_chr_X.g24767.2
OG0001836	Transcript_CBG30093.1	transcript_QX1410.11420.1	Transcript_W09B6.2a.1, Transcript_W09B6.2b.1, Transcript_W09B6.2c.1, Transcript_W09B6.2d.1, Transcript_W09B6.2e.1	Cni-taf-6.1.1, Cni-taf-6.1.2
OG0001837	Transcript_CBG06997.1	transcript_QX1410.11514.1, transcript_QX1410.11514.2, transcript_QX1410.11514.3, transcript_QX1410.11514.4, transcript_QX1410.11514.5	Transcript_C23H3.2a.1, Transcript_C23H3.2b.1	Cni-C23H3.2
OG0001838	Transcript_CBG15291a.1, Transcript_CBG15291b.1	transcript_QX1410.11573.1	Transcript_B0412.3a.1, Transcript_B0412.3b.1, Transcript_B0412.3c.1	Cni-trpp-11.1, Cni-trpp-11.3, Cni-trpp-11.4
OG0001839	Transcript_CBG15207a.1, Transcript_CBG15207b.1	transcript_QX1410.11639.2	Transcript_F42G9.5a.1, Transcript_F42G9.5b.1, Transcript_F42G9.5b.2	Cni-alh-11.1, Cni-alh-11.2, Cni-alh-11.3
OG0001840	Transcript_CBG15206a.1, Transcript_CBG15206b.1	transcript_QX1410.11639.3, transcript_QX1410.11639.4	Transcript_F42G9.6a.1, Transcript_F42G9.6b.1, Transcript_F42G9.6c.1	Cni-dagl-2.1, Cni-dagl-2.2
OG0001841	Transcript_CBG15166a.1, Transcript_CBG15166b.1, Transcript_CBG15166c.1	transcript_QX1410.11683.1	Transcript_F23H11.8a.1, Transcript_F23H11.8b.1, Transcript_F23H11.8b.2, Transcript_F23H11.8c.1	Cni-pef-1
OG0001842	Transcript_CBG15665.1, Transcript_CBG15665.2, Transcript_CBG15665.3, Transcript_CBG15793a.1, Transcript_CBG15793b.1	transcript_QX1410.11765.1	Transcript_Y54F10BM.12.1	Cni-Y54F10BM.12.1, Cni-Y54F10BM.12.2
OG0001843	Transcript_CBG15764.1	transcript_QX1410.11849.1, transcript_QX1410.11849.2, transcript_QX1410.11849.3, transcript_QX1410.11849.4	Transcript_Y37D8A.15.1	Cni-flp-14.1, Cni-flp-14.2, Cni-flp-14.3
OG0001844	Transcript_CBG00468.1	transcript_QX1410.11882.1		Cnig_chr_III.g8600.1, Cnig_chr_III.g8600.2, Cnig_chr_III.g8600.3, Cnig_chr_III.g8600.4, Cnig_chr_III.g8600.5, Cnig_chr_III.g8600.6, Cnig_chr_III.g8600.7
OG0001845	Transcript_CBG00490.1	transcript_QX1410.11906.1, transcript_QX1410.11906.2, transcript_QX1410.11906.3, transcript_QX1410.11906.4	Transcript_Y71H2AM.2.1, Transcript_Y71H2AM.2.2, Transcript_Y71H2AM.2.3	Cni-Y71H2AM.2
OG0001846	Transcript_CBG25819.1	transcript_QX1410.11924.1	Transcript_Y75B8A.35a.1, Transcript_Y75B8A.35a.2, Transcript_Y75B8A.35b.1, Transcript_Y75B8A.35b.2, Transcript_Y75B8A.35b.3, Transcript_Y75B8A.35c.1	Cnig_chr_III.g8764
OG0001847	Transcript_CBG11758a.1, Transcript_CBG11758b.1	transcript_QX1410.11940.1, transcript_QX1410.11940.2	Transcript_Y49E10.23a.1, Transcript_Y49E10.23b.1	Cni-cccp-1.1, Cni-cccp-1.2, Cni-cccp-1.3
OG0001848	Transcript_CBG20140.1, Transcript_CBG20140.2	transcript_QX1410.12024.1	Transcript_C36A4.1.1, Transcript_C36A4.2.1, Transcript_C36A4.3.1, Transcript_C36A4.3.2, Transcript_K06B9.1.1	Cnig_chr_III.g8894
OG0001849	Transcript_CBG24160a.1, Transcript_CBG24160b.1	transcript_QX1410.12073.1, transcript_QX1410.12073.2, transcript_QX1410.12073.3, transcript_QX1410.12073.4	Transcript_Y39E4B.7.1	Cni-dhhc-8.1, Cni-dhhc-8.2
OG0001850	Transcript_CBG21104.1	transcript_QX1410.12114.1, transcript_QX1410.12114.2, transcript_QX1410.12116.1	Transcript_F42A10.9.1	Cni-F42A10.9, Cnig_chr_III.g9013.1, Cnig_chr_III.g9013.2, Cnig_chr_III.g9013.3
OG0001851	Transcript_CBG21141.1	transcript_QX1410.12094.1, transcript_QX1410.7061.1		Cnig_chr_I.g1735, Cnig_chr_I.g2534.1, Cnig_chr_I.g2534.2, Cnig_chr_I.g2790, Cnig_chr_II.g5727, Cnig_chr_V.g17369
OG0001852	Transcript_CBG07730a.1, Transcript_CBG07730b.1, Transcript_CBG19683.1	transcript_QX1410.12210.1, transcript_QX1410.18033.1	Transcript_K09A9.5.1, Transcript_T26A5.3.1	Cnig_chr_III.g9286, Cnig_chr_X.g25794
OG0001853	Transcript_CBG09043a.1, Transcript_CBG09043b.1	transcript_QX1410.12294.1, transcript_QX1410.12294.2, transcript_QX1410.12294.3, transcript_QX1410.12294.5	Transcript_C28H8.9a.1	Cni-dpff-1.1, Cni-dpff-1.2
OG0001854	Transcript_CBG09025a.1, Transcript_CBG09025b.1	transcript_QX1410.12309.1, transcript_QX1410.12309.2, transcript_QX1410.12309.4	Transcript_T04C9.1a.1, Transcript_T04C9.1b.1	Cnig_chr_III.g9379.1, Cnig_chr_III.g9379.2
OG0001855	Transcript_CBG08997a.1, Transcript_CBG08997b.1	transcript_QX1410.12337.1, transcript_QX1410.12337.2, transcript_QX1410.12337.3, transcript_QX1410.12337.4	Transcript_B0336.7a.1, Transcript_B0336.7b.1	Cni-B0336.7
OG0001856	Transcript_CBG05210a.1	transcript_QX1410.12386.1, transcript_QX1410.12386.2, transcript_QX1410.12386.3	Transcript_R02F2.1a.1, Transcript_R02F2.1b.1, Transcript_R02F2.1c.1, Transcript_R02F2.1d.1	Cni-R02F2.1
OG0001857	Transcript_CBG05174.1	transcript_QX1410.12422.1	Transcript_C34H4.3a.1, Transcript_C34H4.3b.1, Transcript_C34H4.3c.1	Cnig_chr_III.g9502, nigoni.pc_2016.07.11_007.g26816.1, nigoni.pc_2016.07.11_007.g26816.2, nigoni.pc_2016.07.11_007.g26816.3
OG0001858	Transcript_CBG18302a.1, Transcript_CBG18302b.1, Transcript_CBG18302c.1, Transcript_CBG18302d.1	transcript_QX1410.12574.1, transcript_QX1410.12574.2	Transcript_R17.3a.1, Transcript_R17.3b.1	Cni-R17.3.1
OG0001859	Transcript_CBG18273a.1, Transcript_CBG18273a.2, Transcript_CBG18273b.1	transcript_QX1410.12601.1, transcript_QX1410.12601.2	Transcript_M142.6a.1, Transcript_M142.6b.1, Transcript_M142.6c.1	Cni-rle-1
OG0001860	Transcript_CBG18267a.1, Transcript_CBG18267b.1	transcript_QX1410.12607.1, transcript_QX1410.12607.2	Transcript_K08E3.3a.1, Transcript_K08E3.3b.1	Cni-toca-2.1, Cni-toca-2.2, Cni-toca-2.3
OG0001861	Transcript_CBG18262a.1, Transcript_CBG18262b.1	transcript_QX1410.12611.1	Transcript_K08E3.7a.1, Transcript_K08E3.7b.1, Transcript_K08E3.7b.2, Transcript_K08E3.7c.1	Cni-pdr-1.1, Cni-pdr-1.2
OG0001862	Transcript_CBG13294a.1, Transcript_CBG13294b.1	transcript_QX1410.12771.1, transcript_QX1410.12771.2, transcript_QX1410.12771.3	Transcript_C24H11.8a.1, Transcript_C24H11.8b.1	Cni-twk-39.1, Cni-twk-39.2
OG0001863	Transcript_CBG13329a.1, Transcript_CBG13329b.1	transcript_QX1410.12800.1, transcript_QX1410.12800.2	Transcript_Y56A3A.31a.1, Transcript_Y56A3A.31a.2, Transcript_Y56A3A.31b.1, Transcript_Y56A3A.31c.1	Cni-Y56A3A.31
OG0001864	Transcript_CBG18156.1	transcript_QX1410.12827.1	Transcript_R05D3.12a.1, Transcript_R05D3.12b.1, Transcript_R05D3.12c.1, Transcript_R05D3.12d.1, Transcript_R05D3.12d.2	Cni-R05D3.12.1, Cni-R05D3.12.2
OG0001865	Transcript_CBG18114a.1, Transcript_CBG18114b.1	transcript_QX1410.12864.1, transcript_QX1410.12864.3	Transcript_ZC21.3a.1, Transcript_ZC21.3d.1, Transcript_ZC21.3e.1	Cnig_chr_III.g9995.1, Cnig_chr_III.g9995.2
OG0001866	Transcript_CBG16481a.1, Transcript_CBG16481b.1, Transcript_CBG16481c.1	transcript_QX1410.13082.2, transcript_QX1410.13082.3	Transcript_F57B9.4a.1, Transcript_F57B9.4e.1	Cni-coq-2.1, Cni-coq-2.2
OG0001867	Transcript_CBG16504a.1, Transcript_CBG16504b.1	transcript_QX1410.13103.1, transcript_QX1410.13103.2, transcript_QX1410.13103.3	Transcript_F11H8.4a.1, Transcript_F11H8.4b.1	Cni-cyk-1.1, Cni-cyk-1.2
OG0001868	Transcript_CBG16534.1	transcript_QX1410.13131.1	Transcript_T06E4.1.1, Transcript_ZK1055.1.1	Cnig_chr_III.g10237, Cnig_chr_III.g10240, Cnig_chr_III.g10299, Cnig_chr_III.g10621.1, Cnig_chr_III.g10621.2
OG0001869	Transcript_CBG16563.1	transcript_QX1410.13151.1	Transcript_Y102E9.1a.1, Transcript_Y102E9.1a.2, Transcript_Y102E9.1a.3, Transcript_Y102E9.1a.4, Transcript_Y102E9.1b.1, Transcript_Y102E9.1c.1	Cni-odr-4
OG0001870	Transcript_CBG16586b.1	transcript_QX1410.13167.2	Transcript_C13B9.4b.1, Transcript_C13B9.4b.2, Transcript_C13B9.4b.3, Transcript_C13B9.4d.1, Transcript_C13B9.4d.2, Transcript_C13B9.4d.3, Transcript_C13B9.4e.1	
OG0001871	Transcript_CBG16678.1	transcript_QX1410.13285.1, transcript_QX1410.13285.2	Transcript_F53H1.1a.1, Transcript_F53H1.1b.1, Transcript_F53H1.1c.1, Transcript_F53H1.1d.1, Transcript_F53H1.1e.1	Cni-C14B9.8.4
OG0001872	Transcript_CBG16684a.1, Transcript_CBG16684b.1	transcript_QX1410.13290.1	Transcript_C14B9.6a.1, Transcript_C14B9.6c.1	Cni-gei-8.1, Cni-gei-8.2, Cni-gei-8.3, Cni-gei-8.4
OG0001873	Transcript_CBG09783a.1, Transcript_CBG09783a.2, Transcript_CBG09783b.1, Transcript_CBG09783b.2	transcript_QX1410.13359.1, transcript_QX1410.13359.2	Transcript_M01F1.1.1	Cnig_chr_III.g10513.1, Cnig_chr_III.g10513.2
OG0001874	Transcript_CBG09798a.1, Transcript_CBG09798b.1, Transcript_CBG09798c.1	transcript_QX1410.13371.1, transcript_QX1410.13371.2	Transcript_K08E5.3a.1, Transcript_K08E5.3b.1	Cnig_chr_III.g10529.1, Cnig_chr_III.g10529.2
OG0001875	Transcript_CBG09813a.1, Transcript_CBG09813b.1	transcript_QX1410.13385.1, transcript_QX1410.13385.2, transcript_QX1410.13385.3	Transcript_Y71H2AM.15a.1, Transcript_Y71H2AM.15b.1	Cni-Y71H2AM.15.1, Cni-Y71H2AM.15.2
OG0001876	Transcript_CBG09828a.1, Transcript_CBG09828b.1	transcript_QX1410.13400.1, transcript_QX1410.13400.2	Transcript_Y71H2B.2.1	Cni-Y71H2B.2.1, Cni-Y71H2B.2.2, Cni-Y71H2B.2.3, nigoni.pc_2016.07.11_097.g29125
OG0001877	Transcript_CBG09851a.1, Transcript_CBG09851b.1, Transcript_CBG09851c.1	transcript_QX1410.13422.1, transcript_QX1410.13422.2, transcript_QX1410.13422.3	Transcript_Y54F10AM.10.1	Cnig_chr_III.g10593.1, Cnig_chr_III.g10593.2
OG0001878	Transcript_CBG09885.1, Transcript_CBG09886a.1, Transcript_CBG09886b.1	transcript_QX1410.13454.1	Transcript_T16H12.5a.1, Transcript_T16H12.5b.1	Cni-bath-43.1, Cni-bath-43.2, Cni-bath-43.3
OG0001879	Transcript_CBG09936a.1, Transcript_CBG09936b.1, Transcript_CBG09936c.1, Transcript_CBG09936d.1	transcript_QX1410.13502.1, transcript_QX1410.13502.2, transcript_QX1410.13502.3	Transcript_R10E12.1c.1	Cnig_chr_III.g10680
OG0001880	Transcript_CBG09958a.1, Transcript_CBG09958b.1, Transcript_CBG09958c.1	transcript_QX1410.13526.1, transcript_QX1410.13526.2	Transcript_K11H3.1a.1, Transcript_K11H3.1b.1, Transcript_K11H3.1d.1	Cni-gpdh-2
OG0001881	Transcript_CBG09964.1, Transcript_CBG09966a.1, Transcript_CBG09966b.1	transcript_QX1410.13531.1, transcript_QX1410.13531.2, transcript_QX1410.13531.3, transcript_QX1410.13531.4, transcript_QX1410.13531.5		Cnig_chr_III.g10707
OG0001882	Transcript_CBG09981.1, Transcript_CBG09981.2	transcript_QX1410.13535.1, transcript_QX1410.13535.2, transcript_QX1410.13535.3, transcript_QX1410.13535.4	Transcript_ZK632.11.1	Cni-ZK632.11.1, Cni-ZK632.11.2
OG0001883	Transcript_CBG09986a.1, Transcript_CBG09986b.1	transcript_QX1410.13540.1, transcript_QX1410.13540.2, transcript_QX1410.13540.3, transcript_QX1410.13540.4	Transcript_ZK632.7.1, Transcript_ZK632.7.2	Cni-panl-3
OG0001884	Transcript_CBG10016.1	transcript_QX1410.13577.1, transcript_QX1410.13577.2	Transcript_C07A9.3a.1, Transcript_C07A9.3b.1, Transcript_C07A9.3c.1, Transcript_C07A9.3d.1	Cni-tlk-1.1, Cni-tlk-1.2
OG0001885	Transcript_CBG08338.1, Transcript_CBG10117.1, Transcript_CBG10673.1	transcript_QX1410.13677.1, transcript_QX1410.17477.1, transcript_QX1410.17971.1, transcript_QX1410.18789.1, transcript_QX1410.21441.1, transcript_QX1410.9784.1		
OG0001886	Transcript_CBG06826.1, Transcript_CBG06829.1, Transcript_CBG06951.1	transcript_QX1410.13858.1, transcript_QX1410.13860.1	Transcript_R107.8.1	nigoni.pc_2016.07.11_010.g27410, nigoni.pc_2016.07.11_010.g27411.1, nigoni.pc_2016.07.11_010.g27411.2
OG0001887	Transcript_CBG06908a.1, Transcript_CBG06908b.1	transcript_QX1410.13777.1, transcript_QX1410.13777.2	Transcript_F44E2.7a.1, Transcript_F44E2.7b.1, Transcript_F44E2.7c.1, Transcript_F44E2.7d.1	Cni-F44E2.7
OG0001888	Transcript_CBG06836.1, Transcript_CBG07503.1	transcript_QX1410.13851.1, transcript_QX1410.13851.2, transcript_QX1410.13851.3, transcript_QX1410.18219.1, transcript_QX1410.18230.1, transcript_QX1410.18231.1		nigoni.pc_2016.07.11_010.g27423
OG0001889	Transcript_CBG03564.1	transcript_QX1410.13990.1, transcript_QX1410.13990.2, transcript_QX1410.13990.3, transcript_QX1410.13990.4	Transcript_Y111B2A.19a.1, Transcript_Y111B2A.19b.1	Cni-spin-4.1, Cni-spin-4.2
OG0001890	Transcript_CBG03614a.1, Transcript_CBG03614b.1	transcript_QX1410.14036.1, transcript_QX1410.14036.2	Transcript_C36A4.8a.1, Transcript_C36A4.8c.1	Cnig_chr_III.g11209.1, Cnig_chr_III.g11209.2, Cnig_chr_III.g11209.3
OG0001891	Transcript_CBG03643.1	transcript_QX1410.14060.1	Transcript_F17C8.7.1, Transcript_R07E5.15.1, Transcript_R10E9.2.1, Transcript_T23F11.2.1	Cnig_chr_III.g11238.1, Cnig_chr_III.g11238.2, Cnig_chr_III.g11238.3
OG0001892	Transcript_CBG20202.1	transcript_QX1410.14079.1, transcript_QX1410.14079.2, transcript_QX1410.14079.3, transcript_QX1410.14079.4	Transcript_E03A3.6a.1	Cnig_chr_III.g11264.1, Cnig_chr_III.g11264.2, Cnig_chr_III.g11264.3
OG0001893	Transcript_CBG20164a.1, Transcript_CBG20164a.2, Transcript_CBG20164b.1, Transcript_CBG20164c.1	transcript_QX1410.14111.1, transcript_QX1410.14111.2	Transcript_R74.4a.1, Transcript_R74.4b.1	Cni-dnj-16
OG0001894	Transcript_CBG00023.1	transcript_QX1410.14214.1, transcript_QX1410.14214.2, transcript_QX1410.14214.3, transcript_QX1410.14214.4	Transcript_C08C3.1a.1, Transcript_C08C3.1b.1, Transcript_C08C3.1c.1	Cni-egl-5
OG0001895	Transcript_CBG00026a.1, Transcript_CBG00026b.1	transcript_QX1410.14215.1, transcript_QX1410.14215.2, transcript_QX1410.14215.3, transcript_QX1410.14215.4	Transcript_C08C3.4a.1, Transcript_C08C3.4b.1	Cni-cyk-7
OG0001896	Transcript_CBG12273.1	transcript_QX1410.14263.1, transcript_QX1410.14263.2, transcript_QX1410.14263.3, transcript_QX1410.14263.4, transcript_QX1410.14263.5, transcript_QX1410.14263.6	Transcript_C02C2.3.1	Cni-cup-4
OG0001897	Transcript_CBG21223.1, Transcript_CBG23962.1	transcript_QX1410.14326.1, transcript_QX1410.14389.2	Transcript_C04G2.9.1, Transcript_Y69E1A.2.1	Cnig_chr_III.g11575.1, Cnig_chr_III.g11575.3, Cnig_chr_III.g11671
OG0001898	Transcript_CBG21203.1	transcript_QX1410.14344.1, transcript_QX1410.14344.2	Transcript_T27E9.4a.1, Transcript_T27E9.4a.2, Transcript_T27E9.4b.1, Transcript_T27E9.4b.2	Cnig_chr_III.g11611, Cnig_chr_III.g11612
OG0001899	Transcript_CBG21191.1	transcript_QX1410.14355.1, transcript_QX1410.14355.2	Transcript_ZC395.3a.1, Transcript_ZC395.3a.2, Transcript_ZC395.3b.1	Cni-toc-1.1, Cni-toc-1.2, Cni-toc-1.3
OG0001900	Transcript_CBG22991.1, Transcript_CBG22992.1	transcript_QX1410.14459.1, transcript_QX1410.14460.1, transcript_QX1410.14462.1, transcript_QX1410.14463.1	Transcript_F54D8.10.1	Cnig_chr_III.g11676, Cnig_chr_III.g11677
OG0001901	Transcript_CBG22985.1, Transcript_CBG22986.1, Transcript_CBG22986.2, Transcript_CBG22987.1	transcript_QX1410.14467.1, transcript_QX1410.14468.1	Transcript_Y63D3A.10.1	Cnig_chr_III.g11755.1, Cnig_chr_III.g11755.2
OG0001902	Transcript_CBG22924a.1, Transcript_CBG22924a.2, Transcript_CBG22924b.1	transcript_QX1410.14529.1, transcript_QX1410.14529.2	Transcript_F22B7.7.1	Cni-twk-7.1, Cni-twk-7.2, Cni-twk-7.3
OG0001903	Transcript_CBG15345a.1, Transcript_CBG15345b.1	transcript_QX1410.14594.1, transcript_QX1410.14594.2, transcript_QX1410.14594.3	Transcript_ZK370.3a.1, Transcript_ZK370.3b.1, Transcript_ZK370.3b.2	Cni-hipr-1
OG0001904	Transcript_CBG00380a.1, Transcript_CBG00380b.1	transcript_QX1410.18920.1, transcript_QX1410.18920.2	Transcript_T28F3.1a.1, Transcript_T28F3.1b.1	Cnig_chr_IV.g12046.1, Cnig_chr_IV.g12046.2, Cnig_chr_IV.g12046.3
OG0001905	Transcript_CBG00384.1, Transcript_CBG00386.1	transcript_QX1410.18915.1, transcript_QX1410.18917.1	Transcript_T02D1.7.1, Transcript_T02D1.9.1, Transcript_Y116A8C.44.1	Cnig_chr_IV.g12042, Cnig_chr_IV.g12043
OG0001906	Transcript_CBG00418.1	transcript_QX1410.18877.1	Transcript_Y116A8C.36a.1, Transcript_Y116A8C.36b.1, Transcript_Y116A8C.36c.1, Transcript_Y116A8C.36d.1, Transcript_Y116A8C.36e.1, Transcript_Y116A8C.36f.1	Cni-itsn-1
OG0001907	Transcript_CBG26225.1, Transcript_CBG26226.1	transcript_QX1410.19019.1		Cnig_chr_IV.g12165, Cnig_chr_IV.g12166.1, Cnig_chr_IV.g12166.2, Cnig_chr_IV.g12166.3, Cnig_chr_IV.g12167, Cnig_chr_IV.g12168
OG0001908	Transcript_CBG13707a.1, Transcript_CBG13707b.1	transcript_QX1410.19041.1, transcript_QX1410.19041.2, transcript_QX1410.19041.3	Transcript_Y105C5A.1.1, Transcript_Y105C5A.1.2	Cnig_chr_IV.g12195.1, Cnig_chr_IV.g12195.2
OG0001909	Transcript_CBG13772.1	transcript_QX1410.19095.1	Transcript_Y41E3.7a.1, Transcript_Y41E3.7b.1, Transcript_Y41E3.7c.1, Transcript_Y41E3.7e.1, Transcript_Y41E3.7g.1, Transcript_Y41E3.7h.1	Cni-Y41E3.7
OG0001910	Transcript_CBG13828.1	transcript_QX1410.18982.1, transcript_QX1410.18982.2	Transcript_Y10G11A.2a.1, Transcript_Y10G11A.2b.1, Transcript_Y10G11A.3a.1, Transcript_Y10G11A.3b.1	Cnig_chr_IV.g12132.1, Cnig_chr_IV.g12132.2
OG0001911	Transcript_CBG22355.1	transcript_QX1410.19377.1, transcript_QX1410.19377.2	Transcript_C47A4.2a.1, Transcript_C47A4.2b.1, Transcript_C47A4.2c.1	Cni-ent-4.1, Cni-ent-4.2, Cni-ent-4.3
OG0001912	Transcript_CBG22368a.1, Transcript_CBG22368b.1	transcript_QX1410.19372.1, transcript_QX1410.19372.2, transcript_QX1410.19372.3, transcript_QX1410.19372.5		Cnig_chr_IV.g12708.2, Cnig_chr_IV.g12708.4, Cnig_chr_IV.g12708.5
